id,name,host_id,host_name,boro,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zipcode
283090,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,40.7241,-73.97899,Entire home/apt,180,7,24,2018-08-10,0.26,2,125,10009
283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,40.76001,-73.99133,Entire home/apt,175,3,10,2019-04-21,0.23,1,0,10036
284855,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,40.73362,-74.00923,Entire home/apt,240,5,94,2019-06-19,1.1,1,134,10014
285442,Huge room with private balcony,1475866,Jesper,Manhattan,East Village,40.73119,-73.98819,Private room,300,6,1,2013-05-06,0.01,1,0,10003
285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,40.74494,-73.9998,Entire home/apt,385,1,63,2018-08-03,0.71,1,364,10011
286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,75,2,101,2015-10-31,1.1,1,0,10026
287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76147,-73.99152,Entire home/apt,165,2,72,2018-07-31,0.82,1,10,10036
289020,Sunny 1BR Center of East Village!,347036,Jasmine,Manhattan,East Village,40.72948,-73.98694,Entire home/apt,179,8,15,2018-08-29,0.19,1,0,10003
289288,Perfect East Village Apartment,1502469,Max,Manhattan,East Village,40.72506,-73.98865,Entire home/apt,219,2,129,2019-05-11,1.42,1,220,10003
289665,Decorators 5-Star Flat West Village,1503831,Elle,Manhattan,West Village,40.72891,-74.00293,Entire home/apt,450,20,157,2016-08-11,1.71,1,0,10014
289703,Beautiful SoHo Luxury Apartment,815741,Geoff,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,249,5,8,2016-11-26,0.11,1,0,10012
290457,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,Manhattan,Chinatown,40.71283,-73.99703,Entire home/apt,139,30,37,2019-02-16,0.41,1,153,10002
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,Manhattan,Upper West Side,40.77338,-73.98887,Entire home/apt,209,7,14,2019-06-25,0.16,1,205,10023
292047,Gorgeous pvt room in West Village,1490696,Alejandra,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,209,2019-07-04,2.38,1,236,10014
292121,1 bedroom apt in Midtown West,169927,Hubert,Manhattan,Hell's Kitchen,40.7625,-73.9869,Entire home/apt,199,3,4,2018-09-12,0.07,1,200,10019
294250,Beautiful New Garden Apartment,45682,Irina,Manhattan,Upper West Side,40.77611,-73.97808,Entire home/apt,150,1,88,2019-06-07,0.99,1,0,10023
295998,Panoramic View Central Park & NYC,568585,Alan,Manhattan,Upper West Side,40.7909,-73.96762,Entire home/apt,300,3,36,2019-05-01,0.47,1,29,10025
299078,Charming 1BD in SoHo,787261,L,Manhattan,SoHo,40.72509,-74.00304,Entire home/apt,250,5,152,2019-06-23,1.69,1,109,10012
301034,Furnished Bedroom with private half bath,1550578,Ron,Manhattan,Harlem,40.80637,-73.95433,Private room,140,2,44,2019-06-26,0.49,1,260,10026
303345,The best studio in town,1561505,Ibrahima,Manhattan,East Harlem,40.79596,-73.94463,Entire home/apt,90,3,51,2019-05-04,0.57,1,311,10029
304799,Penthouse Studio by Central Park,185753,Carolyn,Manhattan,Upper West Side,40.77508,-73.9799,Entire home/apt,150,2,11,2019-06-09,0.13,1,2,10023
309342,Giant Sunny Bedroom & Private Bath in my Apartment,1586945,Ben,Manhattan,Upper West Side,40.79044,-73.97513,Private room,99,3,14,2015-08-19,0.22,1,365,10024
310325,Large Sunny Bedroom with Bay Window,745069,Kimberly,Manhattan,Harlem,40.82286,-73.94596,Private room,75,3,33,2019-06-10,0.39,3,301,10031
310338,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,Manhattan,Harlem,40.82451,-73.94457,Private room,75,3,30,2019-01-01,0.35,3,322,10031
310796,"Sunny 1 BR, West 80s & Central Park",1385157,Brian,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,109,30,18,2019-06-07,0.2,5,285,10024
311343,COMFORTABLE ROOM,1601664,Junior,Manhattan,East Harlem,40.79107,-73.94381,Private room,86,3,216,2019-05-14,2.44,1,250,10029
313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,99,30,13,2019-04-23,0.34,9,289,10002
314982,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73171,-73.98717,Private room,89,3,136,2019-07-01,1.52,1,193,10003
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,1631400,Sean And Kiana,Manhattan,West Village,40.73237,-74.00608,Entire home/apt,199,14,65,2019-07-01,0.73,1,155,10014
318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80343,-73.9531,Private room,110,3,47,2019-06-30,0.57,1,248,10026
320865,Harlem on the Range,1643782,Katy,Manhattan,Harlem,40.8076,-73.94433,Entire home/apt,135,30,25,2019-03-31,0.28,1,249,10027
321014,Big Bright E Village 2BR (Baby Nursery),1644452,Erin,Manhattan,Gramercy,40.73294,-73.98282,Entire home/apt,245,5,18,2018-01-02,0.21,1,0,10003
321136,Private Manhattan Studio on Harlem/Heights Border,1644999,Candice,Manhattan,Washington Heights,40.83456,-73.9457,Entire home/apt,115,3,18,2018-12-31,0.21,1,31,10032
322974,Chelsea/Meat Packing  Artist Space!,1610852,Amanda,Manhattan,West Village,40.73887,-74.00342,Private room,120,2,78,2019-02-08,1.22,1,0,10014
323706,Elegant Spacious Family Townhouse,6064192,Ted And Diane,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64,2018-08-03,0.72,1,157,10023
324517,Central Park Fifth Av MET Museum,1660724,S,Manhattan,Upper East Side,40.77688,-73.96177,Private room,109,1,66,2017-12-10,0.94,1,353,10075
325429,Lovely Upper East Yorkville 1 BDRM,92788,Sara,Manhattan,Upper East Side,40.7761,-73.95265,Entire home/apt,219,4,102,2019-06-28,1.15,2,280,10028
326832,Cozy Upper East Side Studio,668564,Nitzan,Manhattan,Upper East Side,40.77471,-73.95574,Entire home/apt,159,2,32,2019-06-23,0.47,1,7,10028
327521,"Lovely studio in East Village, NY",82896,Esther,Manhattan,East Village,40.725,-73.98851,Entire home/apt,150,5,1,2015-11-16,0.02,1,0,10003
327778,NYC Summer Discount  1 BR Gramercy Apt,1675255,Jill,Manhattan,Kips Bay,40.74016,-73.97665,Entire home/apt,106,3,12,2019-06-30,0.14,1,271,10016
328040,"Awesome views, Central location",1676487,Robyn,Manhattan,Midtown,40.75023,-73.98293,Entire home/apt,299,10,19,2019-06-11,0.27,1,101,10016
328693,Spacious Manhattan Apartment near Central Park,1013131,Joseph,Manhattan,Upper West Side,40.78867,-73.96809,Entire home/apt,179,3,297,2019-06-24,3.37,1,205,10024
329310,Creative Director's Chinatown Loft,1681546,Todd,Manhattan,Chinatown,40.71638,-73.99167,Entire home/apt,250,15,9,2016-05-14,0.1,1,190,10002
329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",312288,Paula,Manhattan,Inwood,40.86658,-73.92558,Private room,87,7,46,2019-05-25,0.62,2,310,10034
333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,2,118,2019-07-01,2.11,3,312,10036
334781,Queen size sofa bed in Harlem,547177,Chryslaine,Manhattan,Harlem,40.82772,-73.93877,Private room,80,1,15,2019-06-24,0.21,1,329,10039
336220,Stylish & Quiet NYC Retreat!,1711529,Jason,Manhattan,Harlem,40.803,-73.95278,Private room,125,3,202,2019-06-19,2.29,1,217,10026
339456,"Bright, new luxury apartment in doorman building",1723485,Mary,Manhattan,Upper West Side,40.79526,-73.9655,Entire home/apt,387,1,23,2018-12-31,0.63,1,0,10025
341525,TIMES SQUARE MASTER BEDROOM!,1732559,J,Manhattan,Hell's Kitchen,40.75763,-73.99482,Private room,95,6,62,2019-06-01,0.76,2,80,10018
341982,"Lincoln Center Studio, Clean&Sunny!",483013,Yj,Manhattan,Upper West Side,40.77577,-73.98258,Entire home/apt,99,2,36,2015-08-23,0.45,1,0,10023
342027,Serenity amidst the busy city,168417,Marie,Manhattan,Upper East Side,40.77631,-73.95289,Entire home/apt,121,1,16,2019-06-16,0.19,2,351,10028
342965,Super Clean Apt by Columbus Circle,1740233,Gladys,Manhattan,Hell's Kitchen,40.76774,-73.9892,Entire home/apt,350,4,24,2017-09-21,0.27,1,362,10019
342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,40.81169,-73.94355,Private room,75,2,77,2019-07-01,0.88,2,144,10027
343276,TIMES SQUARE HOUSE!,1732559,J,Manhattan,Hell's Kitchen,40.75782,-73.99349,Private room,95,5,110,2019-05-26,1.27,2,43,10018
343971,Beautiful Room in a Beautiful New NYC Apartment,10609846,Ben,Manhattan,Harlem,40.83177,-73.95,Private room,89,1,56,2018-07-16,0.64,1,365,10031
344019,Best West Village/Meatpacking Space,1746209,R.,Manhattan,West Village,40.73104,-74.00879,Private room,195,1,7,2012-06-07,0.08,1,129,10014
346248,Cosy apartment in West Village,1755339,Julie,Manhattan,Greenwich Village,40.72886,-74.00013,Private room,100,3,7,2015-05-31,0.09,1,0,10012
346805,Spacious Lower East Side Apt in NYC,562614,Beth,Manhattan,Lower East Side,40.71868,-73.99017,Entire home/apt,140,1,53,2014-10-28,0.6,1,0,10002
347865,ARTY 2 BED EAST VILLAGE GEM,251176,Jason,Manhattan,East Village,40.72143,-73.98117,Entire home/apt,189,3,265,2019-06-24,2.99,2,355,10009
351859,Exquisite Spacious Studio in Midtown,417652,Ron,Manhattan,Chelsea,40.74964,-73.99158,Entire home/apt,265,4,75,2019-07-01,0.86,1,324,10001
352864,Cute Private room in Upper East Side #14,1786901,Shai,Manhattan,Upper East Side,40.78164,-73.94717,Private room,60,3,5,2019-06-29,1.47,9,0,10128
353317,Lower East Side 1bedroom apt in NYC,314377,Marc,Manhattan,Chinatown,40.71515,-73.99029,Entire home/apt,129,3,132,2019-06-23,1.49,1,171,10002
354095,Large Beautiful East Village 1-Bdrm,1474749,Jared,Manhattan,East Village,40.72986,-73.97913,Entire home/apt,199,6,41,2019-06-07,0.47,1,36,10009
357509,Manhattan -  Best Location in Midtown,684129,Ellie,Manhattan,Midtown,40.75407,-73.96713,Entire home/apt,110,7,27,2019-03-01,0.31,1,192,10022
360400,Beautiful Room in Manhattan Loft,1386983,Candice,Manhattan,Midtown,40.74553,-73.98943,Private room,135,3,214,2019-06-02,2.45,2,167,10001
361803,"Luxury, Adorable Studio Apartment",1562039,Jennifer,Manhattan,Upper East Side,40.77584,-73.9502,Shared room,115,30,12,2018-04-15,0.14,1,0,10028
363320,HOME AWAY FROM HOME,390251,Lilly,Manhattan,Harlem,40.79967,-73.95156,Private room,175,2,6,2018-07-30,0.09,4,10,10026
369671,LUXURY 2BD/2BTH - HUGE PATIO,1863713,Alix,Manhattan,East Village,40.72899,-73.97792,Entire home/apt,549,30,58,2019-07-01,0.66,1,200,10009
377217,Great apt on the UWS - A RARE FIND!,1895957,Ido,Manhattan,Upper West Side,40.78161,-73.97898,Entire home/apt,145,3,22,2017-04-14,0.25,1,0,10024
378460,Cozy 2 BD in Midtown West,1900800,Geny,Manhattan,Hell's Kitchen,40.75643,-73.99046,Entire home/apt,200,7,13,2019-06-17,0.15,1,327,10018
382523,A cozy Red Room with private bathroom,732535,William,Manhattan,Harlem,40.80491,-73.94866,Private room,160,3,10,2018-10-24,0.12,3,359,10026
382524,Cozy room with private bathroom & outside garden,732535,William,Manhattan,Harlem,40.80334,-73.94805,Private room,180,3,14,2019-04-04,0.16,3,348,10026
385190,"Beautiful 1 bdrm, Inwood Manhattan",1928213,Brace,Manhattan,Inwood,40.87039,-73.91611,Private room,100,1,20,2019-06-06,0.28,1,0,10034
386744,Great room priv/bathrm Eastside location 70's ST,1935291,Cristina,Manhattan,Upper East Side,40.7685,-73.96034,Private room,105,7,93,2019-06-07,1.06,1,70,10021
386799,Midtown NYC - 1 Bedroom Apartment,1935605,Jon,Manhattan,Midtown,40.76082,-73.97548,Entire home/apt,250,3,116,2016-01-03,1.32,1,0,10022
387324,Cozy Room in Sunny Apartment (Long/Short Term),1828506,Yogi,Manhattan,Kips Bay,40.74238,-73.98122,Private room,74,240,15,2018-09-04,0.17,1,90,10016
387377,THERE'S NO PLACE LIKE HOME.........,390251,Lilly,Manhattan,Harlem,40.80151,-73.9522,Entire home/apt,165,2,70,2019-06-03,0.8,4,15,10026
387666,Cozy home in vibrant Manhattan,1939728,Michael & Aleksandra,Manhattan,Washington Heights,40.83434,-73.94027,Private room,99,3,4,2019-03-04,0.41,1,335,10032
387735,LOCATION LOCATION LOCATION Sara's,1146958,Liz,Manhattan,Gramercy,40.73677,-73.98084,Entire home/apt,125,30,128,2019-06-11,1.46,4,0,10010
393016,Your Times Square Sanctuary,1303029,Kristina,Manhattan,Hell's Kitchen,40.76013,-73.99007,Private room,104,2,133,2019-05-05,1.51,1,147,10036
393682,Private cozy bedroom in Nolita,1968502,Paola,Manhattan,Nolita,40.72172,-73.99689,Private room,100,5,61,2018-01-02,0.7,1,188,10012
396636,Stylish Designer Studio with Piano,1981742,Daniel,Manhattan,Harlem,40.83091,-73.94223,Entire home/apt,135,5,38,2019-05-16,0.44,1,253,10032
397034,New York City for All Seasons!,70234,Richelle,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,2013-06-22,0.28,1,311,10023
397297,STUNNING E Vill Penthouse,1982209,Wendy,Manhattan,East Village,40.72634,-73.98267,Entire home/apt,225,3,93,2015-11-17,1.05,1,0,10009
397420,New York Host who knows The Most,1985717,Darktalia,Manhattan,Harlem,40.82703,-73.94311,Private room,85,3,6,2017-09-05,0.07,1,363,10031
398281,One Block From Central Park!,325790,Michael,Manhattan,Upper East Side,40.78521,-73.95489,Entire home/apt,200,7,30,2016-12-04,0.34,1,224,10128
399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,67,2019-05-16,0.77,1,301,10002
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",2005740,Maya,Manhattan,Upper East Side,40.76494,-73.95804,Entire home/apt,300,4,19,2019-05-21,0.22,1,84,10065
403056,Large Private Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79314,-73.94853,Private room,125,3,74,2019-05-28,0.84,3,212,10029
403264,Luxury room in Manhattan Duplex Apt,1386983,Candice,Manhattan,Midtown,40.7453,-73.99056,Private room,145,3,165,2019-07-03,1.88,2,181,10001
403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",2013117,Katya,Manhattan,East Village,40.72812,-73.97966,Entire home/apt,147,2,16,2019-01-02,0.18,1,0,10009
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",2020431,M. C.,Manhattan,SoHo,40.72057,-73.99976,Entire home/apt,225,3,134,2019-06-22,1.53,1,231,10013
406926,Nolita apt. with private garden,2027134,Marie-Helene,Manhattan,Nolita,40.7234,-73.99439,Entire home/apt,269,28,81,2019-07-03,0.93,1,122,10012
409293,Private Sunny Room Near Central Park & Mount Sinai,2010724,K. Naomi,Manhattan,East Harlem,40.79477,-73.95046,Private room,100,3,67,2019-05-28,0.76,3,345,10029
411336,"""Simple Perfect Soho""",2047776,Jennifer,Manhattan,Nolita,40.72278,-73.9967,Entire home/apt,225,2,244,2019-07-01,2.81,2,252,10012
413775,Midtown East Sutton Area Entire Apt,2058589,Cary,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,16,2019-05-09,0.24,1,167,10022
413876,Finest Gateway to historic Financial District,2059155,Dan,Manhattan,Financial District,40.70537,-74.00992,Entire home/apt,160,1,36,2018-09-26,0.57,1,365,10005
415304,Cute east village apartment.,2050328,Martis,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,175,14,1,2016-05-31,0.03,1,0,10003
418291,"Cozy, bright 1BR avail. in East Village apartment",626289,Marshall,Manhattan,East Village,40.72978,-73.9793,Private room,125,3,28,2019-06-25,0.33,1,364,10009
419792,Great Apt IDEAL Location 900 SF,2087636,Maddine,Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,200,7,4,2019-05-04,0.22,1,0,10002
422040,Gorgeous ! Best Location in NYC !,1090764,Lynda,Manhattan,Upper West Side,40.77995,-73.98342,Private room,99,30,27,2017-08-11,0.31,1,189,10023
424192,luxury 1 BedRoom Apt Hells Kitchen,2108853,Jasen,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,2016-05-21,0.21,1,364,10018
424667,Luxury room + En-suite bath in Times Sq/Midtown W,2111060,Jj,Manhattan,Hell's Kitchen,40.76291,-73.99202,Private room,99,1,134,2019-04-02,1.54,1,265,10036
424767,"Chic, Spacious Loft + Backyard",2103888,Akari,Manhattan,Midtown,40.74406,-73.98273,Entire home/apt,325,2,197,2019-06-20,2.25,1,207,10016
424889,Sunny and Zen W. Village Studio of Your Own,2076827,Shelley,Manhattan,West Village,40.73041,-74.00498,Entire home/apt,129,7,5,2015-05-21,0.09,1,0,10014
430427,"Very clean, quiet bedroom available",820046,Elaine,Manhattan,Washington Heights,40.83559,-73.94095,Private room,60,2,13,2017-01-31,0.15,1,0,10032
430665,Lux One-bed Central Park View UWS,2141109,Kishore,Manhattan,Upper West Side,40.79234,-73.96482,Entire home/apt,250,1,8,2014-08-22,0.09,1,0,10025
431865,Elegant Uptown Historic District Garden Apartment,361855,Kurt,Manhattan,Washington Heights,40.83451,-73.93885,Entire home/apt,275,3,50,2019-06-30,0.87,2,277,10032
435774,A REAL New Yorkers  Wall St,2164138,Suzanne,Manhattan,Financial District,40.70633,-74.00974,Entire home/apt,265,4,33,2018-11-25,0.39,1,0,10005
435776,ROOM AVAILABLE IN NEW YORK CITY,2164452,Robert,Manhattan,Upper East Side,40.77548,-73.95183,Private room,145,5,2,2017-10-03,0.09,1,365,10028
435909,Sunny West Village Dream,2165401,Andrew,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,2016-12-24,0.22,1,249,10014
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,2165711,Alda,Manhattan,Financial District,40.70917,-74.0146,Entire home/apt,208,6,100,2019-06-14,1.14,1,310,10006
436619,"Tranquil, Artsy, Sunny Bedroom",2168468,Cp,Manhattan,East Village,40.72507,-73.98861,Private room,110,2,64,2019-06-09,0.76,1,74,10003
436824,Room in Harlem,200243,Laetitia,Manhattan,Harlem,40.82726,-73.9444,Private room,58,1,17,2019-04-27,0.31,2,289,10031
436916,Room for the Summer,2169825,Serge,Manhattan,Harlem,40.82669,-73.94281,Private room,55,2,7,2016-10-11,0.08,1,0,10031
437906,GREAT 1BR/2BA TERRACE & W/D! in EV!,2175110,Ralph,Manhattan,East Village,40.728,-73.97903,Entire home/apt,350,5,4,2015-10-07,0.07,1,0,10009
442649,Lovely Chelsea 1 Bedroom,793225,Rachel,Manhattan,Chelsea,40.74572,-73.99965,Entire home/apt,125,9,10,2018-08-22,0.11,1,0,10011
443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,2019-05-16,0.45,1,50,10024
446367,"Best Block, NYC!  July 25-Aug 18",2216673,Joy,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,2019-06-10,0.27,1,239,10023
447766,"Great 1 BR Apt in Kips Bay, NY",1109143,Mark,Manhattan,Kips Bay,40.73903,-73.97975,Private room,100,1,1,2014-08-21,0.02,1,6,10010
449130,Your Own Private Entrance Studio in Stylish Duplex,2229582,Yamil,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,2019-06-28,1.09,1,18,10030
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,2019-06-07,0.84,1,284,10023
453255,"Exciting Lower East Side, Loft Life",2252261,Stephanie,Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195,10002
454334,Private spacious studio available,2257289,Toni,Manhattan,Harlem,40.81669,-73.94267,Private room,65,1,3,2014-12-31,0.03,1,0,10030
454763,For Cat-Lovers ONLY,2259061,Felo,Manhattan,Inwood,40.86717,-73.9194,Entire home/apt,99,20,11,2018-08-16,0.18,1,249,10034
454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,1385575,Alex,Manhattan,East Village,40.72981,-73.98318,Entire home/apt,239,2,67,2019-07-02,1.33,1,78,10009
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",2265389,Laura,Manhattan,Inwood,40.86929,-73.92421,Entire home/apt,50,2,123,2019-07-02,1.47,1,21,10034
455801,Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,2265770,Jeanine,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,2018-09-19,1.25,3,0,10026
456110,Beautiful One Bedroom in Chelsea,2267508,Daniel,Manhattan,Chelsea,40.7476,-73.99698,Entire home/apt,139,4,23,2015-10-04,0.27,1,0,10001
456190,"West Village Loft, 1st floor",2267864,Gary,Manhattan,West Village,40.73357,-74.00723,Entire home/apt,174,2,269,2019-06-29,3.15,2,167,10014
456457,West Village Gem - 2BR,1594083,David,Manhattan,West Village,40.73204,-74.00189,Entire home/apt,315,3,7,2016-08-29,0.08,1,0,10014
456526,Central Harlem Comfy Bedroom with Private Bath,2270183,Kaye,Manhattan,Harlem,40.81713,-73.94217,Private room,75,3,36,2019-06-23,1.76,1,47,10030
457829,Beautiful apartment in the heart of The Village,2275829,Lorena,Manhattan,East Village,40.72917,-73.98811,Entire home/apt,210,1,178,2019-07-01,2.06,1,0,10003
459066,******AMAZING DEAL IN NYC*****,2282355,Ivana,Manhattan,Upper East Side,40.76719,-73.95303,Entire home/apt,150,2,23,2019-01-01,0.27,1,0,10021
460036,Great DEAL Gramercy 1 BDROOM /2beds,2287727,Jan,Manhattan,Kips Bay,40.74134,-73.98113,Entire home/apt,129,2,47,2019-06-08,0.55,1,177,10016
460999,Beautiful duplex apt in Harlem,128890,Sara,Manhattan,Harlem,40.8162,-73.94747,Entire home/apt,100,8,8,2019-03-28,0.11,1,0,10030
462454,Beautiful Lower East Side Apt! Women only.,2298239,Sunserae,Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,2018-03-24,0.06,1,0,10002
467569,Curated 1BR on the prettiest block of the LES,282315,Rj,Manhattan,Lower East Side,40.72106,-73.98384,Entire home/apt,311,3,31,2019-06-11,0.41,1,28,10002
467866,"Our NY home, Greenwich Village apt",2321870,David,Manhattan,West Village,40.73123,-74.00591,Private room,100,2,199,2019-07-05,2.3,1,19,10014
470090,Studio Apt. Lower East - Manhattan,2332430,Murch,Manhattan,Lower East Side,40.72147,-73.99208,Entire home/apt,210,1,230,2019-07-01,2.65,1,319,10002
470498,*Unique Master BR in Battery Park!*,2334269,Filip,Manhattan,Battery Park City,40.71012,-74.01504,Private room,65,2,8,2015-12-22,0.13,1,0,10281
471712,Beautiful Sunny Apartment in South Harlem,1274269,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,2019-05-26,0.81,1,80,10026
471758,TriBeCa Amazing River View Loft 3BR,2339722,Francesca,Manhattan,Tribeca,40.72203,-74.00988,Entire home/apt,500,10,3,2018-06-19,0.05,1,0,10013
472052,Luxury Doorman Bldg Nr Central Park,2341078,George,Manhattan,Upper West Side,40.77137,-73.98943,Entire home/apt,180,5,13,2014-08-22,0.15,1,0,10023
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72893,-73.98278,Entire home/apt,89,30,57,2019-05-05,0.67,6,0,10009
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.73009,-73.9827,Entire home/apt,89,30,70,2019-03-09,0.83,6,4,10009
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,2027013,Adam,Manhattan,East Village,40.72955,-73.98298,Entire home/apt,99,30,62,2019-01-10,0.74,6,8,10009
476899,NYC studio in ST MARKS PLACE & 1AVE,2363997,Teresa,Manhattan,East Village,40.72693,-73.98521,Entire home/apt,155,6,17,2018-10-11,0.2,1,0,10009
476983,"PRIVATE Room in Spacious, Quiet Apt",277379,Agnes,Manhattan,Harlem,40.82537,-73.94392,Private room,85,1,439,2019-07-05,5.12,2,238,10031
478053,Great LES / Chinatown bedroom,2368753,Kristine,Manhattan,Two Bridges,40.71137,-73.99403,Private room,80,4,48,2019-01-06,0.56,1,96,10002
478385,Sunny Midtown East Apt w/ a Loft!!!,2368133,Jimmy,Manhattan,Kips Bay,40.74428,-73.97809,Entire home/apt,135,3,134,2019-06-29,1.56,1,236,10016
478949,"Spectacular Lux 1 Bed Apt, Best Location, Terrace!",1130454,Samir,Manhattan,Chelsea,40.74087,-74.00226,Entire home/apt,380,3,16,2017-11-04,0.19,1,0,10011
480549,"Studio 54, Cozy Room For 2",2361715,Ron,Manhattan,Upper West Side,40.77099,-73.9898,Private room,99,3,117,2017-12-11,1.41,1,0,10019
481022,Super Cute Junior 1BR in LES!!,2382189,Candice,Manhattan,Lower East Side,40.7195,-73.98022,Entire home/apt,125,1,261,2019-06-22,3.24,1,212,10002
482365,GREAT BRAND NEW 1 BED APT*TIMES SQ,914838,Lior,Manhattan,Hell's Kitchen,40.75636,-73.9939,Entire home/apt,80,30,32,2017-01-31,0.37,7,365,10018
483485,Downtown Full Floor Loft,1492619,Wallace,Manhattan,Civic Center,40.71164,-74.00774,Entire home/apt,328,2,319,2019-07-02,3.78,1,112,10007
489018,Lovely Central East Village 2 Person Entire Apt,864370,Mick & Heidi,Manhattan,East Village,40.72457,-73.98453,Entire home/apt,185,2,62,2019-06-23,0.74,1,0,10009
489965,A Gem in Harlem - Modern Living,2423067,Clara,Manhattan,East Harlem,40.79313,-73.93493,Private room,80,3,47,2019-03-09,0.66,2,0,10029
490278,Lovely 1BR - Midtown East by metro!,2424873,A.B.,Manhattan,Midtown,40.75632,-73.96464,Entire home/apt,99,14,30,2018-03-02,0.35,1,317,10022
491942,Renovated Spacious 1BR Upper West,1995093,Carly,Manhattan,Upper West Side,40.79183,-73.97172,Entire home/apt,199,3,24,2016-10-09,0.3,1,0,10025
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,2019-05-11,0.26,1,316,10013
493177,Two Bridges District Chinatown NYC,2436633,Gelya,Manhattan,Chinatown,40.71668,-73.99073,Entire home/apt,150,2,162,2019-06-16,1.92,1,231,10002
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,0.76,1,26,10013
500845,Trendy Nest in the East Village,1336370,Bojan+Margaret,Manhattan,East Village,40.72686,-73.9797,Entire home/apt,220,4,162,2019-06-21,1.88,1,341,10009
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,2471671,Joyce,Manhattan,Harlem,40.82392,-73.94205,Private room,79,30,185,2019-06-07,2.15,1,302,10039
501693,Room w/pvt bathroom on Central Park,1490833,Patrick,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99,1,280,2019-06-23,3.51,1,246,10025
